#This file was produced by Open Exoplanet Catalogue https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue/blob/master/

# COLUMN system_name: Name of the planetary system.  
# COLUMN star_name: Host star's name.  
# COLUMN star_mass: Star's mass in Solar masses (M☉).  
# COLUMN star_radius: Star's radius in Solar radii (R☉).  
# COLUMN star_temperature: Star's temperature in Kelvin (K).  
# COLUMN star_metallicity: Star's metallicity [Fe/H] in dex.  
# COLUMN star_spectral_type: Star's spectral classification.  
# COLUMN planet_name: Exoplanet's name.  
# COLUMN planet_mass: Exoplanet's mass in M♃ or M⊕.  
# COLUMN planet_radius: Exoplanet's radius in R♃ or R⊕.  
# COLUMN planet_temperature: Exoplanet's temperature in Kelvin (K).  
# COLUMN planet_period: Orbital period in days.  
# COLUMN planet_semimajoraxis: Semi-major axis in AU.  
# COLUMN planet_eccentricity: Orbital eccentricity.  
# COLUMN planet_inclination: Orbital inclination in degrees.  
# COLUMN discovery_method: Method used to detect the exoplanet.  
# COLUMN is_transiting: 1 if transiting, 0 if not.  
# COLUMN discovery_year: Year of discovery.  

system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,star_spectral_type,planet_name,planet_mass,planet_radius,planet_temperature,planet_period,planet_semimajoraxis,planet_eccentricity,planet_inclination,discovery_method,is_transiting,discovery_year
K2-229,K2-229,0.858,0.802,,-0.03,,K2-229 c,,0.1927,,8.32801,,,88.3,transit,1,2018
K2-230,K2-230,1.131,1.18,,0.21,,K2-230 b,,0.1722,,2.86064,,,86.0,transit,1,2018
K2-231,K2-231,1.01,0.95,5695,0.14,,K2-231 b,,0.223,,13.841901,,,88.6,transit,1,2018
K2-232,K2-232,1.19,1.16,6154.00,0.100,,K2-232 b,0.39800,1.000,1030,11.16845400,0.103560,0.258000,89.140,transit,1,2018
K2-233,K2-233,0.80,0.74,4950.00,0.070,K3,K2-233 c,,0.119,728,7.06142000,0.066870,0.000000,88.950,transit,1,2018
K2-233,K2-233,0.80,0.74,4950.00,0.070,K3,K2-233 d,,0.236,482,24.36620000,0.152700,0.000000,89.350,transit,1,2018
K2-233,K2-233,0.80,0.74,4950.00,0.070,K3,K2-233 b,,0.125,1040,2.46746000,0.033170,0.000000,88.790,transit,1,2018
K2-237,K2-237,1.23,1.38,6099.00,0.000,F9V,K2-237 b,1.23600,1.642,1838,2.18055770,0.035300,0.000000,84.600,transit,1,2018
K2-238,K2-238,1.19,1.59,5630.00,0.340,G2V,K2-238 b,0.86000,1.300,1587,3.20466000,0.046000,0.000000,84.500,transit,1,2018
K2-239,K2-239,0.40,0.36,3420.00,-0.100,M3.0V,K2-239 b,,0.098,502,5.24000000,0.044100,,88.990,transit,1,2018
K2-239,K2-239,0.40,0.36,3420.00,-0.100,M3.0V,K2-239 c,,0.089,427,7.77500000,0.057600,,88.770,transit,1,2018
K2-239,K2-239,0.40,0.36,3420.00,-0.100,M3.0V,K2-239 d,,0.098,399,10.11500000,0.068500,,89.430,transit,1,2018
K2-240,K2-240,0.58,0.54,3810.00,-0.100,M0.5V,K2-240 c,,0.161,389,20.52300000,0.115900,,89.660,transit,1,2018
K2-240,K2-240,0.58,0.54,3810.00,-0.100,M0.5V,K2-240 b,,0.178,586,6.03400000,0.051300,,89.260,transit,1,2018
K2-241,K2-241,0.71,0.75,5262.00,-0.440,,K2-241 b,,0.227,507,26.81990000,0.156700,,,transit,1,2018
K2-242,K2-242,0.38,0.37,3459.00,-0.010,,K2-242 b,,0.227,416,6.51389000,0.049400,,,transit,1,2018
K2-243,K2-243,1.29,1.39,6570.00,-0.030,,K2-243 b,,0.194,1035,11.54182000,0.108700,,,transit,1,2018
K2-243,K2-243,1.29,1.39,6570.00,-0.030,,K2-243 c,,0.179,801,24.94598000,0.181700,,,transit,1,2018
K2-244,K2-244,0.86,0.92,5677.00,-0.290,,K2-244 b,,0.156,638,21.06884000,0.141800,,,transit,1,2018
K2-245,K2-245,0.83,1.25,5793.00,-0.450,,K2-245 b,,0.387,923,11.89307000,0.095900,,,transit,1,2018
K2-246,K2-246,0.87,0.94,5610.00,-0.190,,K2-246 b,,0.311,977,5.76918000,0.060200,,,transit,1,2018
K2-247,K2-247,0.74,0.69,4667.00,-0.080,,K2-247 b,,0.189,979,2.25021000,0.030400,,,transit,1,2018
K2-247,K2-247,0.74,0.69,4667.00,-0.080,,K2-247 c,,0.195,688,6.49424000,0.061500,,,transit,1,2018
K2-248,K2-248,0.88,0.92,5528.00,-0.100,,K2-248 b,,0.229,886,7.17256000,0.069900,,,transit,1,2018
K2-249,K2-249,1.32,1.57,6504.00,0.040,,K2-249 b,,0.249,1061,12.40900000,0.115100,,,transit,1,2018
K2-250,K2-250,0.80,0.81,5172.00,-0.090,,K2-250 b,,0.218,958,4.01457000,0.045900,,,transit,1,2018
K2-251,K2-251,0.52,0.49,3717.00,-0.040,,K2-251 b,,0.210,437,9.30075000,0.069400,,,transit,1,2018
K2-252,K2-252,0.79,0.82,5152.00,-0.090,,K2-252 b,,0.155,639,13.81513000,0.104100,,,transit,1,2018
K2-253,K2-253,1.08,1.10,6027.00,0.000,,K2-253 b,,1.130,1238,4.00167000,0.050600,,,transit,1,2018
K2-254,K2-254,0.71,0.67,4629.00,-0.140,,K2-254 b,,0.145,791,4.09639000,0.044800,,,transit,1,2018
K2-254,K2-254,0.71,0.67,4629.00,-0.140,,K2-254 c,,0.195,551,12.11839000,0.092300,,,transit,1,2018
K2-255,K2-255,0.71,0.69,4676.00,-0.140,,K2-255 b,,0.259,1034,1.96417000,0.027400,,,transit,1,2018
K2-256,K2-256,0.84,0.78,5219.00,-0.100,,K2-256 b,,0.235,845,5.52011000,0.057800,,,transit,1,2018
K2-257,K2-257,0.52,0.50,3725.00,-0.030,,K2-257 b,,0.074,789,1.60588000,0.021600,,,transit,1,2018
K2-258,K2-258,1.21,1.31,6351.00,0.010,,K2-258 b,,0.268,831,19.09210000,0.149000,,,transit,1,2018
K2-259,K2-259,1.14,1.13,6059.00,0.160,,K2-259 b,,0.207,795,15.48043000,0.127100,,,transit,1,2018
K2-26,K2-26,0.56,0.52,3785,-0.13,M1.0V,K2-26 b,,0.2382,,14.5665,0.0962,,88.4,transit,1,2016
K2-260,K2-260,1.39,1.69,6367.00,-0.140,F6V,K2-260 b,1.42000,1.552,1957,2.62666570,0.040400,0.000000,88.670,transit,1,2018
K2-261,K2-261,1.10,1.65,5537.00,0.360,G7IV/V,K2-261 b,0.22300,0.850,1080,11.63344000,0.102000,0.390000,88.400,transit,1,2018
K2-263,K2-263,0.88,0.85,5368.00,-0.080,G9V,K2-263 b,0.04657,0.215,470,50.81894700,0.257300,0.140000,89.240,transit,1,2018
K2-264,K2-264,0.50,0.47,3660.00,-0.013,M2.5V,K2-264 b,,0.199,496,5.84000200,0.050230,,89.010,transit,1,2018
K2-264,K2-264,0.50,0.47,3660.00,-0.013,M2.5V,K2-264 c,,0.238,331,19.66030200,0.112830,,89.380,transit,1,2018
K2-265,K2-265,0.92,0.98,5477.00,0.078,G8V,K2-265 b,0.02058,0.153,,2.36917200,0.033760,0.084000,87.700,transit,1,2018
K2-266,K2-266,0.69,0.70,4285.00,-0.120,,K2-266 b,0.03430,0.294,1515,0.65852400,0.013060,,75.320,transit,1,2018
K2-266,K2-266,0.69,0.70,4285.00,-0.120,,K2-266 c,0.00091,0.063,665,7.81400000,0.067900,0.042000,88.280,transit,1,2018
K2-266,K2-266,0.69,0.70,4285.00,-0.120,,K2-266 d,0.02800,0.261,538,14.69700000,0.103500,0.047000,89.460,transit,1,2018
K2-266,K2-266,0.69,0.70,4285.00,-0.120,,K2-266 e,0.04499,0.244,490,19.48200000,0.124900,0.043000,89.450,transit,1,2018
K2-268,K2-268,0.84,0.78,5106.00,0.030,,K2-268 b,0.00899,0.134,1.13600000000e+03,2.15167600,0.030800,,,transit,1,2018
K2-268,K2-268,0.84,0.78,5106.00,0.030,,K2-268 c,0.02420,0.240,6.96000000000e+02,9.32752700,0.081900,,88.710,transit,1,2018
K2-268,K2-268,0.84,0.78,5106.00,0.030,,K2-268 d,0.00889,0.133,8.88000000000e+02,4.52859800,,,,transit,1,2019
K2-268,K2-268,0.84,0.78,5106.00,0.030,,K2-268 e,0.00733,0.119,8.01000000000e+02,6.13124300,,,,transit,1,2019
K2-268,K2-268,0.84,0.78,5106.00,0.030,,K2-268 f,0.01760,0.199,4.92000000000e+02,26.27057000,,,,transit,1,2019
K2-269,K2-269,1.16,1.45,6209.00,-0.080,,K2-269 b,,0.140,1429,4.14496500,0.053100,,,transit,1,2018
K2-270,K2-270,0.85,0.77,4877.00,0.260,,K2-270 b,,0.123,1203,1.54306900,0.024700,,,transit,1,2018
K2-270,K2-270,0.85,0.77,4877.00,0.260,,K2-270 c,,0.263,848,4.40002800,0.049700,,,transit,1,2018
K2-271,K2-271,0.83,0.99,5644.00,-0.300,,K2-271 b,,0.649,893,8.56242100,0.077000,,,transit,1,2018
K2-272,K2-272,0.81,0.81,5419.00,-0.280,,K2-272 b,,0.260,655,14.45353300,0.108100,,,transit,1,2018
K2-273,K2-273,0.90,0.84,5200.00,0.200,,K2-273 b,,0.394,672,11.71633200,0.097400,,,transit,1,2018
K2-274,K2-274,0.81,0.74,5065.00,-0.130,,K2-274 b,,0.196,589,14.12971400,0.106400,,,transit,1,2018
K2-275,K2-275,0.79,0.73,4812.00,0.000,,K2-275 b,,0.200,905,3.28096100,0.040000,,,transit,1,2018
K2-275,K2-275,0.79,0.73,4812.00,0.000,,K2-275 c,,0.209,660,8.43875600,0.075000,,,transit,1,2018
K2-276,K2-276,0.82,0.85,5139.00,0.070,,K2-276 b,,0.336,583,18.71826900,0.129100,,,transit,1,2018
K2-277,K2-277,1.02,0.97,5741.00,0.110,,K2-277 b,,0.185,958,6.32676300,0.067500,,,transit,1,2018
K2-278,K2-278,1.40,1.61,6747.00,0.000,,K2-278 b,,0.266,1711,3.33496600,0.048800,,,transit,1,2018
K2-279,K2-279,0.79,0.86,5558.00,-0.370,,K2-279 b,,0.108,879,7.12260500,0.067000,,,transit,1,2018
K2-280,K2-280,1.11,1.28,5742.00,0.300,,K2-280 b,,0.684,744,19.89520200,0.148800,,,transit,1,2018
K2-281,K2-281,0.82,0.76,4812.00,0.220,,K2-281 b,,0.730,665,8.68772100,0.077300,,,transit,1,2018
K2-282,K2-282,0.94,,,,,K2-282 c,,0.132,,0.70531000,,,,transit,1,2019
K2-282,K2-282,0.94,,,,,K2-282 b,,0.252,1057,4.16983600,0.049900,,,transit,1,2018
K2-283,K2-283,0.89,0.82,5060.00,0.280,,K2-283 b,,0.314,1186,1.92103600,0.029100,,,transit,1,2018
K2-284,K2-284,0.63,0.61,4140.00,0.000,,K2-284 b,,0.248,653,4.79506900,0.047710,0.078000,89.000,transit,1,2018
K2-285,K2-285,0.83,0.79,4975.00,0.000,K2V,K2-285 b,0.03046,0.231,1089,3.47174500,0.038170,0.000000,86.846,transit,1,2018
K2-285,K2-285,0.83,0.79,4975.00,0.000,K2V,K2-285 c,0.04933,0.315,741,7.13804800,0.082400,0.000000,89.861,transit,1,2018
K2-285,K2-285,0.83,0.79,4975.00,0.000,K2V,K2-285 d,0.02045,0.221,620,10.45582000,0.117800,0.000000,89.643,transit,1,2018
K2-285,K2-285,0.83,0.79,4975.00,0.000,K2V,K2-285 e,0.03367,0.174,501,14.76289000,0.180410,0.000000,89.799,transit,1,2018
K2-286,K2-286,0.64,0.62,3926.00,0.000,M0V,K2-286 b,,0.187,347,27.35900000,0.176800,,89.670,transit,1,2018
K2-287,K2-287,1.06,1.07,5695.00,0.200,,K2-287 b,0.31500,0.847,804,14.89329100,0.120600,0.478000,88.130,transit,1,2018
K2-289,K2-289,0.95,1.02,5529.00,0.162,,K2-289 b,,0.812,753,13.15696900,0.107000,,88.480,transit,1,2019
K2-290,K2-290,1.19,1.51,6302.00,-0.060,,K2-290 b,0.03430,0.273,1230,9.21165000,0.092300,0.000000,88.140,transit,1,2019
K2-290,K2-290,1.19,1.51,6302.00,-0.060,,K2-290 c,0.77400,1.006,676,48.36685000,0.305000,0.000000,89.370,transit,1,2019
K2-291,K2-291,0.93,0.90,5520.00,0.080,,K2-291 b,0.02042,0.142,,2.22517700,0.032610,0.000000,85.260,transit,1,2019
K2-292,K2-292,1.00,1.09,5725.00,0.070,G3V,K2-292 b,0.07709,0.235,795,16.98410000,0.130000,0.040000,88.400,transit,1,2019
K2-293,K2-293,0.96,0.95,5532.00,0.218,,K2-293 b,,0.219,750,13.12250000,,,88.800,transit,1,2019
K2-294,K2-294,0.99,1.20,5612.00,0.194,,K2-294 b,,0.148,1425,2.50387000,,,85.500,transit,1,2019
K2-295,K2-295,0.74,0.70,4444.00,0.140,K5V,K2-295 b,0.33500,0.897,852,4.02486700,0.045100,0.000000,89.300,transit,1,2018
K2-3,K2-3,0.60,0.56,3896.00,-0.320,M0.0&plusmn;0.5V,K2-3 b,0.02039,,,10.05462600,,0.000000,89.588,transit,1,2015
K2-3,K2-3,0.60,0.56,3896.00,-0.320,M0.0&plusmn;0.5V,K2-3 c,0.00673,,,24.64658200,,0.000000,89.905,transit,1,2015
K2-3,K2-3,0.60,0.56,3896.00,-0.320,M0.0&plusmn;0.5V,K2-3 d,0.00881,,,44.55646000,,0.000000,89.788,transit,1,2015
K2-30,K2-30,0.984,0.941,5581.0,0.136,G8,K2-30 b,0.624,1.196,,4.098507,0.04986,0.027,86.32,transit,1,2016
K2-308,K2-308,1.09,1.24,6100.00,-0.100,,K2-308 b,,0.884,,3.38628000,,,88.440,transit,1,2019
K2-315,K2-315,0.17,0.20,3300.00,-0.240,M(3.5+/-0.5)V,K2-315 b,,0.085,460,3.14431890,,,88.740,transit,1,2020
K2-316,K2-316,0.41,0.38,3436.00,,,K2-316 b,,0.119,841,1.13300000,0.014700,,87.020,transit,1,2020
K2-316,K2-316,0.41,0.38,3436.00,,,K2-316 c,,0.163,423,5.26000000,0.058200,,89.310,transit,1,2020
K2-317,K2-317,0.40,0.38,3387.00,,,K2-317 b,,0.261,432,6.22000000,0.054200,,89.220,transit,1,2020
K2-318,K2-318,0.56,0.55,3851.00,,,K2-318 b,,0.148,456,7.01000000,0.091100,,89.380,transit,1,2020
K2-319,K2-319,0.95,0.90,5440.00,,,K2-319 b,,0.249,641,26.68000000,0.151600,,89.450,transit,1,2020
K2-32,K2-32,0.86,0.84,,,G9V,K2-32 b,,0.443,,8.99182800,0.080350,,,transit,1,2016
K2-32,K2-32,0.86,0.84,,,G9V,K2-32 d,,0.292,,31.71420000,0.186200,,,transit,1,2016
K2-32,K2-32,0.86,0.84,,,G9V,K2-32 c,,0.244,,20.66186000,0.139900,,,transit,1,2016
K2-32,K2-32,0.86,0.84,,,G9V,K2-32 e,,0.090,,4.34882000,0.049510,,,transit,1,2019
K2-320,K2-320,0.12,0.30,3157.00,,,K2-320 b,,0.234,698,1.99500000,0.014200,,87.840,transit,1,2020
K2-321,K2-321,0.60,0.58,3855.00,,,K2-321 b,,0.174,701,2.29800000,0.041000,,88.940,transit,1,2020
K2-322,K2-322,0.63,0.60,4141.00,,,K2-322 b,,0.171,635,8.20500000,0.059400,,88.150,transit,1,2020
K2-323,K2-323,0.48,0.55,3710.00,,,K2-323 b,,0.187,318,24.93000000,0.127500,,89.880,transit,1,2020
K2-324,K2-324,0.52,0.51,3752.00,,,K2-324 b,,0.217,707,3.26200000,0.033100,,88.330,transit,1,2020
K2-325,K2-325,0.27,0.30,3287.00,,,K2-325 b,,0.196,423,6.93000000,0.041900,,89.370,transit,1,2020
K2-326,K2-326,0.51,0.69,3924.00,,,K2-326 b,,0.203,1114,1.25600000,0.019800,,85.630,transit,1,2020
K2-330,K2-330,1.23,1.50,6232.00,-0.030,,K2-330 b,0.02550,0.247,9.69000000000e+02,13.77479800,,,88.634,transit,1,2016
K2-331,K2-331,1.10,1.06,5994.00,0.080,,K2-331 b,0.01210,0.160,9.09000000000e+02,9.39897700,,,,transit,1,2021
K2-331,K2-331,1.10,1.06,5994.00,0.080,,K2-331 c,0.02470,0.243,6.73000000000e+02,22.99659100,,,,transit,1,2018
K2-332,K2-332,0.27,0.28,3315.00,0.090,,K2-332 b,0.01720,0.196,2.66000000000e+02,17.70632000,,,,transit,1,2016
K2-333,K2-333,1.06,1.22,5880.00,0.070,,K2-333 b,0.09950,0.551,8.26000000000e+02,14.75928700,,,,transit,1,2018
K2-334,K2-334,1.36,1.49,6502.00,0.170,,K2-334 b,0.08540,0.504,1.38000000000e+03,5.11398100,,,,transit,1,2018
K2-335,K2-335,1.23,1.33,6222.00,0.100,,K2-335 b,0.01740,0.197,9.49000000000e+02,12.28321100,,,88.507,transit,1,2016
K2-336,K2-336,0.86,0.80,5424.00,-0.170,,K2-336 b,0.00624,0.109,5.69000000000e+02,21.19473300,,,89.030,transit,1,2016
K2-337,K2-337,0.94,1.32,5869.00,-0.270,,K2-337 b,0.02320,0.234,8.50000000000e+02,16.27356300,,,88.138,transit,1,2016
K2-338,K2-338,0.66,0.63,4558.00,-0.230,,K2-338 b,0.00340,0.092,7.83000000000e+02,3.85061400,,,,transit,1,2016
K2-339,K2-339,0.74,0.72,4857.00,-0.110,,K2-339 b,0.01370,0.171,5.08000000000e+02,19.50742800,,,,transit,1,2019
K2-34,K2-34,1.281,1.526,6132.0,0.24,F9,K2-34 b,1.78,1.35,,2.995607,0.04419,0.0,82.06,transit,1,2016
K2-340,K2-340,0.93,1.13,5532.00,0.080,,K2-340 b,0.03540,0.300,6.06000000000e+02,29.74045100,,,,transit,1,2016
K2-341,K2-341,0.98,1.16,5817.00,-0.050,,K2-341 b,0.03270,0.286,5.98000000000e+02,36.55255100,,,89.325,transit,1,2018
K2-342,K2-342,1.01,1.09,5920.00,-0.060,,K2-342 b,0.01500,0.181,8.61000000000e+02,11.56105200,,,,transit,1,2018
K2-343,K2-343,0.49,0.46,3804.00,-0.100,,K2-343 c,0.01490,0.180,4.65000000000e+02,7.67697200,,,,transit,1,2018
K2-343,K2-343,0.49,0.46,3804.00,-0.100,,K2-343 b,0.01060,0.147,6.53000000000e+02,2.78717400,,,,transit,1,2019
K2-344,K2-344,0.51,0.49,4374.00,-0.950,,K2-344 b,0.00993,0.142,7.22000000000e+02,3.35585000,,,,transit,1,2018
K2-345,K2-345,0.56,0.52,3779.00,0.260,,K2-345 b,0.01600,0.188,4.37000000000e+02,10.36743700,,,,transit,1,2016
K2-346,K2-346,0.71,0.70,4801.00,-0.180,,K2-346 b,0.01800,0.202,4.50000000000e+02,26.20144600,,,89.517,transit,1,2016
K2-347,K2-347,0.66,0.63,4599.00,-0.260,,K2-347 b,0.02010,0.215,6.40000000000e+02,7.18725700,,,,transit,1,2016
K2-348,K2-348,0.83,0.85,5077.00,0.130,,K2-348 b,0.03360,0.291,9.08000000000e+02,4.68841800,,,,transit,1,2018
K2-348,K2-348,0.83,0.85,5077.00,0.130,,K2-348 c,0.02390,0.238,6.55000000000e+02,12.55017100,,,,transit,1,2018
K2-349,K2-349,0.54,0.49,4385.00,-0.660,,K2-349 b,0.00780,0.123,5.18000000000e+02,9.03217800,,,,transit,1,2016
K2-350,K2-350,0.98,1.04,5789.00,-0.020,,K2-350 c,0.02500,0.244,6.87000000000e+02,19.99194400,,,,transit,1,2016
K2-350,K2-350,0.98,1.04,5789.00,-0.020,,K2-350 b,0.00940,0.137,1.15800000000e+03,4.16387300,,,,transit,1,2021
K2-351,K2-351,1.02,1.05,5769.00,0.080,,K2-351 b,0.02200,0.227,9.34000000000e+02,7.80616400,,,,transit,1,2016
K2-352,K2-352,0.98,0.95,5791.00,-0.050,,K2-352 c,0.01370,0.171,8.85000000000e+02,8.23488500,,,,transit,1,2018
K2-352,K2-352,0.98,0.95,5791.00,-0.050,,K2-352 d,0.01760,0.199,7.27000000000e+02,14.87138700,,,,transit,1,2018
K2-352,K2-352,0.98,0.95,5791.00,-0.050,,K2-352 b,0.00771,0.122,1.16000000000e+03,3.66591200,,,,transit,1,2021
K2-353,K2-353,0.87,0.99,5698.00,-0.210,,K2-353 b,0.08290,0.495,7.35000000000e+02,15.46680500,,,,transit,1,2021
K2-354,K2-354,0.43,0.41,3669.00,-0.040,,K2-354 b,0.00961,0.139,5.43000000000e+02,3.79330600,,,,transit,1,2016
K2-355,K2-355,0.96,0.92,5790.00,-0.120,,K2-355 b,0.01790,0.201,1.06600000000e+03,5.73856470,0.063200,,,transit,1,2021
K2-356,K2-356,0.90,0.86,5568.00,-0.110,,K2-356 b,0.01840,0.204,6.24000000000e+02,21.02673660,0.159900,,,transit,1,2021
K2-357,K2-357,0.98,1.00,5794.00,-0.020,,K2-357 b,0.04200,0.332,7.35000000000e+02,16.34886370,0.145000,,,transit,1,2021
K2-358,K2-358,0.93,0.91,5650.00,-0.070,,K2-358 b,0.02410,0.239,8.88000000000e+02,11.25102850,0.086300,,,transit,1,2021
K2-36,K2-36,0.79,0.72,4916.00,-0.090,K2V,K2-36 b,0.01227,0.128,1224,1.42261400,0.022300,0.000000,84.450,transit,1,2016
K2-36,K2-36,0.79,0.72,4916.00,-0.090,K2V,K2-36 c,0.02454,0.285,788,5.34088800,0.054000,0.000000,86.917,transit,1,2016
K2-365,K2-365,0.82,1.05,5561.00,-0.021,,K2-365 b,0.02760,0.259,,23.44817200,,,89.004,transit,1,2022
K2-366,K2-366,0.83,0.94,5601.00,-0.216,,K2-366 b,0.01940,0.210,,15.93703900,,,,transit,1,2022
K2-367,K2-367,0.76,0.62,4348.00,-0.351,,K2-367 b,0.02020,0.215,,20.64509900,,,,transit,1,2022
K2-368,K2-368,0.75,0.66,4663.00,-0.250,,K2-368 b,0.00735,0.119,,5.02559800,,,,transit,1,2022
K2-368,K2-368,0.75,0.66,4663.00,-0.250,,K2-368 c,0.00762,0.121,,9.66018600,,,,transit,1,2022
K2-368,K2-368,0.75,0.66,4663.00,-0.250,,K2-368 d,0.01400,0.174,,20.20108500,,,,transit,1,2022
K2-369,K2-369,0.73,0.88,5682.00,-0.234,,K2-369 b,0.00717,0.117,,5.76161200,,,88.337,transit,1,2022
K2-370,K2-370,0.98,0.97,5377.00,0.018,G8,K2-370 b,0.03270,0.286,1.32836227638e+03,2.14084000,,,,transit,1,2022
K2-371,K2-371,0.96,0.74,4925.00,-0.107,,K2-371 b,,1.162,9.56834111041e+02,3.11490500,,,,transit,1,2022
K2-372,K2-372,0.85,0.92,5479.00,-0.064,,K2-372 b,0.02830,0.263,,9.84407700,,,,transit,1,2022
K2-373,K2-373,1.16,1.49,6138.00,0.049,,K2-373 b,0.01540,0.184,,11.02066000,,,,transit,1,2022
K2-374,K2-374,0.73,0.91,5789.00,-0.292,G3,K2-374 c,0.01740,0.197,,16.43445000,,,,transit,1,2022
K2-374,K2-374,0.73,0.91,5789.00,-0.292,G3,K2-374 b,0.00996,0.142,,4.52195300,,,,transit,1,2022
K2-375,K2-375,1.12,1.54,5822.00,-0.091,,K2-375 b,0.01780,0.200,,14.45389500,,,87.972,transit,1,2022
K2-376,K2-376,0.91,1.15,5937.00,-0.176,G1,K2-376 b,0.01150,0.155,,5.77647500,,,,transit,1,2022
K2-377,K2-377,0.82,0.69,4200.00,-0.008,,K2-377 b,0.01100,0.151,,12.83223500,,,,transit,1,2022
K2-378,K2-378,0.92,0.73,4823.00,-0.206,,K2-378 b,0.02720,0.257,,2.06043800,,,,transit,1,2022
K2-379,K2-379,0.86,0.75,4603.00,-0.045,,K2-379 b,0.01700,0.195,,8.77724700,,,,transit,1,2022
K2-380,K2-380,0.99,1.32,5911.00,-0.049,,K2-380 b,0.02480,0.243,,9.40131200,,,,transit,1,2022
K2-381,K2-381,0.75,0.68,4473.00,-0.244,,K2-381 c,0.01470,0.178,,16.03465600,,,88.798,transit,1,2022
K2-381,K2-381,0.75,0.68,4473.00,-0.244,,K2-381 d,0.01100,0.151,,26.80302300,,,89.478,transit,1,2022
K2-381,K2-381,0.75,0.68,4473.00,-0.244,,K2-381 b,0.00396,0.096,,7.93893340,,,88.863,transit,1,2022
K2-382,K2-382,0.92,0.81,5452.00,-0.027,,K2-382 b,0.01560,0.185,,21.70015600,,,88.298,transit,1,2022
K2-383,K2-383,1.06,0.80,5129.00,0.187,,K2-383 b,0.00965,0.140,,1.86596200,,,85.255,transit,1,2022
K2-384,K2-384,0.33,0.35,3623.00,0.068,M4V,K2-384 b,0.00398,0.096,,2.23152700,,,,transit,1,2022
K2-384,K2-384,0.33,0.35,3623.00,0.068,M4V,K2-384 c,0.00572,0.106,,4.19476600,,,,transit,1,2022
K2-384,K2-384,0.33,0.35,3623.00,0.068,M4V,K2-384 e,0.00747,0.120,,9.71504300,,,,transit,1,2022
K2-384,K2-384,0.33,0.35,3623.00,0.068,M4V,K2-384 f,0.01750,0.198,,13.62749000,,,,transit,1,2022
K2-384,K2-384,0.33,0.35,3623.00,0.068,M4V,K2-384 d,0.00792,0.124,,6.67958200,,,,transit,1,2022
K2-385,K2-385,0.93,0.76,4844.00,-0.224,,K2-385 b,0.00939,0.137,,2.38086700,,,,transit,1,2022
K2-386,K2-386,0.91,0.97,5749.00,0.074,,K2-386 b,0.01890,0.207,,7.47322300,,,,transit,1,2022
K2-387,K2-387,0.57,0.59,3572.00,0.126,,K2-387 b,0.13300,0.653,,28.73532700,,,,transit,1,2022
K2-388,K2-388,0.84,0.90,5367.00,0.124,G8,K2-388 b,0.04090,0.327,,6.33906900,,,,transit,1,2022
K2-389,K2-389,0.80,1.08,5782.00,-0.034,G3,K2-389 b,0.01700,0.195,,8.58404300,,,,transit,1,2022
K2-389,K2-389,0.80,1.08,5782.00,-0.034,G3,K2-389 c,0.01520,0.182,,20.85133700,,,,transit,1,2022
K2-39,K2-39,1.53,3.88,4881.0,0.32,,K2-39 b,0.125,0.73,,4.60543,0.062,0.152,80.0,transit,1,2016
K2-390,K2-390,0.79,0.97,5558.00,-0.116,G4,K2-390 b,0.06170,0.416,1.30000000000e+03,3.31279200,,,,transit,1,2022
K2-391,K2-391,0.76,0.57,5543.00,-0.543,G7,K2-391 b,0.00772,0.122,,4.62265400,,,,transit,1,2022
K2-392,K2-392,0.84,1.06,5726.00,-0.238,G3,K2-392 b,0.01280,0.165,,15.39872300,,,,transit,1,2022
K2-393,K2-393,0.88,1.07,5678.00,0.076,,K2-393 b,0.01930,0.210,,10.41318100,,,,transit,1,2022
K2-394,K2-394,0.48,0.63,4938.00,-0.388,,K2-394 b,0.01100,0.151,,5.09571700,,,,transit,1,2022
K2-395,K2-395,0.95,0.78,5007.00,-0.033,K0,K2-395 c,0.03600,0.303,,8.49128200,,,,transit,1,2022
K2-395,K2-395,0.95,0.78,5007.00,-0.033,K0,K2-395 b,0.02280,0.232,,4.80335200,,,,transit,1,2022
K2-396,K2-396,0.95,0.92,5236.00,0.237,G9,K2-396 b,0.00981,0.141,,0.67386200,,,,transit,1,2022
K2-396,K2-396,0.95,0.92,5236.00,0.237,G9,K2-396 c,0.03120,0.279,,25.76051000,,,,transit,1,2022
K2-397,K2-397,0.94,0.97,5387.00,0.110,G7,K2-397 b,0.02020,0.216,,3.57232600,,,,transit,1,2022
K2-398,K2-398,0.95,1.24,5946.00,-0.257,G2,K2-398 b,0.01820,0.203,,6.39302500,,,,transit,1,2022
K2-398,K2-398,0.95,1.24,5946.00,-0.257,G2,K2-398 c,0.07180,0.455,,18.78783900,,,,transit,1,2022
K2-399,K2-399,0.78,1.54,5690.00,0.252,F9,K2-399 b,0.09590,0.540,2.52907247265e+03,0.75997800,,,,transit,1,2022
K2-400,K2-400,0.37,0.38,3578.00,-0.051,M3,K2-400 b,0.00525,0.104,,3.86505300,,,,transit,1,2022
K2-401,K2-401,0.87,0.68,4213.00,-0.098,K7,K2-401 b,0.01810,0.202,,6.29309900,,,,transit,1,2022
