system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,planet_name,planet_radius,planet_temperature,planet_period,semi_major_axis,discovery_method,is_transiting,discovery_year
KOI-3007,KOI-3007,1.0,0.89,5876.0,0.0,KOI-3007 b,0.12758,782.0,11.191773,0.098,unknown,1,2016.0
KOI-3008,KOI-3008,1.13,1.25,6052.0,0.0,KOI-3008 b,0.07655,1459.0,2.997905,0.042,unknown,1,2016.0
KOI-3009,KOI-3009,0.77,0.79,5187.0,0.0,KOI-3009 b,0.09569,1665.0,0.7648651,0.015,unknown,1,2016.0
KOI-3010,KOI-3010,0.558,0.532,4110.0,0.0,KOI-3010 b,0.12849,264.0,60.8713,0.25,unknown,1,2016.0
KOI-3013,KOI-3013,0.962,0.85,5740.0,0.0,KOI-3013 b,0.14399,1079.0,3.765615,0.047,unknown,1,2016.0
KOI-3014,KOI-3014,1.07,0.88,5924.0,0.0,KOI-3014 b,0.2825,392.0,86.1151,0.39,unknown,1,2016.0
KOI-3015,KOI-3015,1.055,1.0,6092.0,0.0,KOI-3015 b,0.06015,1240.0,3.614599,0.047,unknown,1,2016.0
KOI-3017,KOI-3017,0.982,1.05,5936.0,0.0,KOI-3017 b,0.07017,1437.0,2.462885,0.035,unknown,1,2016.0
KOI-3019,KOI-3019,0.859,1.06,5570.0,0.0,KOI-3019 b,0.13943,1152.0,4.179393,0.048,unknown,1,2016.0
KOI-3020,KOI-3020,1.102,1.27,6196.0,0.0,KOI-3020 b,0.12849,974.0,10.91919,0.1,unknown,1,2016.0
KOI-3022,KOI-3022,0.963,0.86,5740.0,0.0,KOI-3022 b,0.11027,1202.0,2.762634,0.038,unknown,1,2016.0
KOI-3022,KOI-3022,0.963,0.86,5740.0,0.0,KOI-3022 c,0.10662,982.0,5.053618,0.057,unknown,1,2016.0
KOI-3026,KOI-3026,0.916,1.94,4977.0,0.0,KOI-3026 b,0.30984,1456.0,3.515763,0.044,unknown,1,2016.0
KOI-3027,KOI-3027,0.772,0.68,5004.0,0.0,KOI-3027 b,0.13943,743.0,6.070332,0.06,unknown,1,2016.0
KOI-3029,KOI-3029,0.818,0.92,5420.0,0.0,KOI-3029 b,0.19137,635.0,18.97621,0.13,unknown,1,2016.0
KOI-3029,KOI-3029,0.818,0.92,5420.0,0.0,KOI-3029 c,0.10753,912.0,6.347232,0.063,unknown,1,2016.0
KOI-3031,KOI-3031,0.926,0.82,5612.0,0.0,KOI-3031 b,0.11574,825.0,7.648001,0.074,unknown,1,2016.0
KOI-3034,KOI-3034,0.548,0.523,4056.0,0.0,KOI-3034 b,0.17862,326.0,31.02101,0.158,unknown,1,2016.0
KOI-3037,KOI-3037,0.923,0.82,5595.0,0.0,KOI-3037 b,0.11847,920.0,5.465488,0.059,unknown,1,2016.0
KOI-3038,KOI-3038,0.9,1.16,5692.0,0.0,KOI-3038 b,0.10936,1709.0,1.49515,0.025,unknown,1,2016.0
KOI-3039,KOI-3039,0.99,1.03,5963.0,0.0,KOI-3039 b,0.09569,700.0,20.35045,0.146,unknown,1,2016.0
KOI-3040,KOI-3040,0.98,0.58,5751.0,0.0,KOI-3040 b,0.10298,824.0,4.809999,0.055,unknown,1,2016.0
KOI-3041,KOI-3041,1.09,1.13,6220.0,0.0,KOI-3041 b,0.13396,1189.0,5.082937,0.06,unknown,1,2016.0
KOI-3042,KOI-3042,1.059,0.96,6078.0,0.0,KOI-3042 b,0.17315,592.0,31.02554,0.197,unknown,1,2016.0
KOI-3043,KOI-3043,1.027,0.92,5976.0,0.0,KOI-3043 b,0.08202,1236.0,3.089423,0.042,unknown,1,2016.0
KOI-3043,KOI-3043,1.027,0.92,5976.0,0.0,KOI-3043 c,0.09933,929.0,7.292762,0.0742574,unknown,1,2016.0
KOI-3045,KOI-3045,1.05,0.82,5878.0,0.0,KOI-3045 b,0.20049,469.0,44.8686,0.251,unknown,1,2016.0
KOI-3048,KOI-3048,0.923,0.82,5604.0,0.0,KOI-3048 b,0.09842,962.0,4.732914,0.054,unknown,1,2016.0
KOI-3049,KOI-3049,0.693,0.615,4672.0,0.0,KOI-3049 b,0.12576,435.0,22.47697,0.138,unknown,1,2016.0
KOI-3050,KOI-3050,0.896,0.79,5485.0,0.0,KOI-3050 b,0.10389,1450.0,1.2426408,0.022,unknown,1,2016.0
KOI-3051,KOI-3051,1.078,0.99,6125.0,0.0,KOI-3051 b,0.14672,836.0,11.68242,0.103,unknown,1,2016.0
KOI-3052,KOI-3052,0.826,0.93,5450.0,0.0,KOI-3052 b,0.08111,790.0,10.129652,0.086,unknown,1,2016.0
KOI-3052,KOI-3052,0.826,0.93,5450.0,0.0,KOI-3052 c,0.08019,683.0,15.6113,0.115,unknown,1,2016.0
KOI-3053,KOI-3053,1.01,0.9,5900.0,0.0,KOI-3053 b,0.23694,506.0,42.52146,0.239,unknown,1,2016.0
KOI-3056,KOI-3056,0.824,0.73,5228.0,0.0,KOI-3056 b,0.113,773.0,6.699662,0.065,unknown,1,2016.0
KOI-3057,KOI-3057,1.02,0.83,5578.0,0.0,KOI-3057 b,0.24605,515.0,29.72682,0.189,unknown,1,2016.0
KOI-3057,KOI-3057,1.02,0.83,5578.0,0.0,KOI-3057 c,0.19137,726.0,10.61366,0.095,unknown,1,2016.0
KOI-3060,KOI-3060,1.21,1.2,6528.0,0.0,KOI-3060 b,0.0647,1142.0,6.91311,0.076,unknown,1,2016.0
KOI-3061,KOI-3061,0.74,0.75,5058.0,0.0,KOI-3061 b,0.33718,744.0,7.328505,0.067,unknown,1,2016.0
KOI-3061,KOI-3061,0.74,0.75,5058.0,0.0,KOI-3061 c,0.10936,339.0,77.9208,0.323315,unknown,1,2016.0
KOI-3063,KOI-3063,1.09,0.78,6378.0,0.0,KOI-3063 b,0.11209,661.0,18.60503,0.141,unknown,1,2016.0
KOI-3065,KOI-3065,1.04,0.94,5589.0,0.0,KOI-3065 b,0.10298,1784.0,0.8963827,0.018,unknown,1,2016.0
KOI-3066,KOI-3066,0.784,0.71,5106.0,0.0,KOI-3066 b,0.19137,490.0,24.22049,0.151,unknown,1,2016.0
KOI-3068,KOI-3068,0.746,0.656,4892.0,0.0,KOI-3068 b,0.07928,833.0,3.916765,0.044,unknown,1,2016.0
KOI-3069,KOI-3069,0.878,1.02,5639.0,0.0,KOI-3069 b,0.20322,524.0,43.1036,0.23,unknown,1,2016.0
KOI-3071,KOI-3071,0.917,2.05,4934.0,0.0,KOI-3071 b,0.30984,785.0,23.95536,0.158,unknown,1,2016.0
KOI-3072,KOI-3072,0.755,0.77,5119.0,0.0,KOI-3072 b,0.16403,511.0,24.33553,0.15,unknown,1,2016.0
KOI-3073,KOI-3073,0.869,0.77,5400.0,0.0,KOI-3073 b,0.11847,786.0,7.409861,0.071,unknown,1,2016.0
KOI-3075,KOI-3075,0.781,0.84,5183.0,0.0,KOI-3075 b,0.06744,928.0,4.76559,0.051,unknown,1,2016.0
KOI-3077,KOI-3077,0.677,0.655,4739.0,0.0,KOI-3077 b,0.14945,807.0,4.095826,0.044,unknown,1,2016.0
KOI-3077,KOI-3077,0.677,0.655,4739.0,0.0,KOI-3077 c,0.1367,659.0,7.55834,0.066,unknown,1,2016.0
KOI-3078,KOI-3078,1.08,0.99,6146.0,0.0,KOI-3078 b,0.10389,1316.0,2.986172,0.042,unknown,1,2016.0
KOI-3083,KOI-3083,1.013,0.91,5923.0,0.0,KOI-3083 b,0.06015,821.0,10.183244,0.092,unknown,1,2016.0
KOI-3083,KOI-3083,1.013,0.91,5923.0,0.0,KOI-3083 c,0.04921,962.0,6.232171,0.067,unknown,1,2016.0
KOI-3083,KOI-3083,1.013,0.91,5923.0,0.0,KOI-3083 d,0.06744,875.0,8.29465,0.081,unknown,1,2016.0
KOI-3086,KOI-3086,0.98,0.89,5278.0,0.0,KOI-3086 b,0.2825,282.0,174.7365,0.608,unknown,1,2016.0
KOI-3088,KOI-3088,1.032,0.94,5993.0,0.0,KOI-3088 b,0.10753,1208.0,3.484149,0.045,unknown,1,2016.0
KOI-3089,KOI-3089,0.95,0.92,5073.0,0.0,KOI-3089 b,0.08931,1642.0,0.858548,0.017,unknown,1,2016.0
KOI-3090,KOI-3090,0.56,0.7,3972.0,0.0,KOI-3090 b,0.14581,736.0,3.822234,0.04,unknown,1,2016.0
KOI-3091,KOI-3091,1.16,1.09,6370.0,0.0,KOI-3091 b,0.20049,791.0,17.06766,0.137,unknown,1,2016.0
KOI-3093,KOI-3093,1.004,0.9,5905.0,0.0,KOI-3093 b,0.10024,571.0,29.60913,0.188,unknown,1,2016.0
KOI-3094,KOI-3094,0.565,0.513,4068.0,0.0,KOI-3094 b,0.13943,606.0,4.577026,0.045,unknown,1,2016.0
KOI-3095,KOI-3095,1.02,0.92,5959.0,0.0,KOI-3095 b,0.10298,1188.0,3.423896,0.045,unknown,1,2016.0
KOI-3096,KOI-3096,0.891,0.93,5642.0,0.0,KOI-3096 b,0.08019,717.0,14.45414,0.112,unknown,1,2016.0
KOI-3097,KOI-3097,1.21,1.79,6306.0,0.0,KOI-3097 b,0.16586,1128.0,11.92163,0.109,unknown,1,2016.0
KOI-3097,KOI-3097,1.21,1.79,6306.0,0.0,KOI-3097 c,0.11391,1360.0,6.802581,0.075,unknown,1,2016.0
KOI-3097,KOI-3097,1.21,1.79,6306.0,0.0,KOI-3097 d,0.09933,1255.0,8.7032,0.088,unknown,1,2016.0
KOI-3101,KOI-3101,1.07,0.98,6111.0,0.0,KOI-3101 b,0.16677,778.0,14.25624,0.118,unknown,1,2016.0
KOI-3102,KOI-3102,0.554,0.529,4099.0,0.0,KOI-3102 b,0.09386,494.0,9.32097,0.071,unknown,1,2016.0
KOI-3104,KOI-3104,0.894,0.86,5590.0,0.0,KOI-3104 b,0.14581,1542.0,1.2368676,0.022,unknown,1,2016.0
KOI-3105,KOI-3105,0.79,0.74,5167.0,0.0,KOI-3105 b,0.08293,906.0,4.212186,0.047,unknown,1,2016.0
KOI-3106,KOI-3106,1.05,0.99,5617.0,0.0,KOI-3106 b,0.11391,1743.0,0.9689678,0.02,unknown,1,2016.0
KOI-3108,KOI-3108,0.992,0.89,5855.0,0.0,KOI-3108 b,0.18226,895.0,7.362723,0.074,unknown,1,2016.0
KOI-3109,KOI-3109,1.015,1.046,5952.0,0.0,KOI-3109 b,0.11482,871.0,10.676126,0.095,unknown,1,2016.0
KOI-3110,KOI-3110,1.1,1.03,6200.0,0.0,KOI-3110 b,0.13578,1184.0,4.484904,0.055,unknown,1,2016.0
KOI-3111,KOI-3111,1.19,1.97,6034.0,0.0,KOI-3111 b,0.19046,1175.0,10.767947,0.101,unknown,1,2016.0
KOI-3111,KOI-3111,1.19,1.97,6034.0,0.0,KOI-3111 c,0.13396,1593.0,4.328464,0.055,unknown,1,2016.0
KOI-3112,KOI-3112,0.96,0.8,5301.0,0.0,KOI-3112 b,0.2096,1166.0,2.118888,0.032,unknown,1,2016.0
KOI-3113,KOI-3113,0.84,0.91,4647.0,0.0,KOI-3113 b,0.13578,1062.0,2.460534,0.034,unknown,1,2016.0
KOI-3115,KOI-3115,1.0,1.0,5969.0,0.0,KOI-3115 b,0.1449,1043.0,5.866033,0.064,unknown,1,2016.0
KOI-3116,KOI-3116,1.14,1.07,6325.0,0.0,KOI-3116 b,0.18226,701.0,23.91103,0.17,unknown,1,2016.0
KOI-3117,KOI-3117,0.923,1.32,5689.0,0.0,KOI-3117 b,0.13487,1147.0,6.066686,0.063,unknown,1,2016.0
KOI-3119,KOI-3119,0.46,0.61,3665.0,0.0,KOI-3119 b,0.30073,797.0,2.184438,0.025,unknown,1,2016.0
KOI-3120,KOI-3120,1.08,0.99,6152.0,0.0,KOI-3120 b,0.11756,1184.0,4.135906,0.052,unknown,1,2016.0
KOI-3122,KOI-3122,1.23,1.55,6354.0,0.0,KOI-3122 b,0.09933,1205.0,8.05334,0.084,unknown,1,2016.0
KOI-3123,KOI-3123,1.09,1.0,6176.0,0.0,KOI-3123 b,0.15492,775.0,15.23128,0.124,unknown,1,2016.0
KOI-3125,KOI-3125,1.25,1.26,6640.0,0.0,KOI-3125 b,0.07746,1378.0,4.453434,0.057,unknown,1,2016.0
KOI-3127,KOI-3127,1.1,1.13,6227.0,0.0,KOI-3127 b,0.13305,962.0,9.70542,0.092,unknown,1,2016.0
KOI-3128,KOI-3128,0.965,0.974,5848.0,0.0,KOI-3128 b,0.09113,662.0,21.23599,0.148,unknown,1,2016.0
KOI-3130,KOI-3130,0.759,0.78,5142.0,0.0,KOI-3130 b,0.1449,608.0,14.86398,0.108,unknown,1,2016.0
KOI-3130,KOI-3130,0.759,0.78,5142.0,0.0,KOI-3130 c,0.07564,837.0,5.652507,0.057,unknown,1,2016.0
KOI-3131,KOI-3131,0.975,0.87,5789.0,0.0,KOI-3131 b,0.13852,767.0,10.92944,0.096,unknown,1,2016.0
KOI-3136,KOI-3136,0.728,0.723,4988.0,0.0,KOI-3136 b,0.09751,1046.0,2.391612,0.032,unknown,1,2016.0
KOI-3137,KOI-3137,0.873,0.77,5402.0,0.0,KOI-3137 b,0.08475,1377.0,1.3320418,0.023,unknown,1,2016.0
KOI-3138,KOI-3138,0.522,0.609,3888.0,0.0,KOI-3138 b,0.4192,517.0,8.689102,0.067,unknown,1,2016.0
KOI-3140,KOI-3140,0.572,0.544,4201.0,0.0,KOI-3140 b,0.07837,599.0,5.688814,0.052,unknown,1,2016.0
KOI-3141,KOI-3141,0.88,0.84,5529.0,0.0,KOI-3141 b,0.08019,1230.0,2.319426,0.033,unknown,1,2016.0
KOI-3142,KOI-3142,1.156,1.09,6378.0,0.0,KOI-3142 b,0.18226,675.0,27.94325,0.189,unknown,1,2016.0
KOI-3144,KOI-3144,0.49,0.67,3679.0,0.0,KOI-3144 b,0.19137,532.0,8.07392,0.062,unknown,1,2016.0
KOI-3145,KOI-3145,0.717,0.633,4771.0,0.0,KOI-3145 b,0.13123,764.0,4.536993,0.048,unknown,1,2016.0
KOI-3145,KOI-3145,0.717,0.633,4771.0,0.0,KOI-3145 c,0.09204,1284.0,0.9773142,0.017,unknown,1,2016.0
KOI-3146,KOI-3146,0.969,1.08,5900.0,0.0,KOI-3146 b,0.11938,570.0,39.85925,0.226,unknown,1,2016.0
KOI-3147,KOI-3147,0.969,0.86,5765.0,0.0,KOI-3147 b,0.10662,499.0,39.44131,0.224,unknown,1,2016.0
KOI-3158,KOI-3158,0.954,0.593,5032.0,-0.96,KOI-3158 b,0.02773,863.8,3.600107716,0.0391691,unknown,1,2016.0
KOI-3158,KOI-3158,0.954,0.593,5032.0,-0.96,KOI-3158 c,0.04287,799.1,4.545879729,0.0457593,unknown,1,2016.0
KOI-3158,KOI-3158,0.954,0.593,5032.0,-0.96,KOI-3158 d,0.03737,721.0,6.18939233,0.0562124,unknown,1,2016.0
KOI-3158,KOI-3158,0.954,0.593,5032.0,-0.96,KOI-3158 e,0.03837,669.1,7.74354957,0.065267,unknown,1,2016.0
KOI-3158,KOI-3158,0.954,0.593,5032.0,-0.96,KOI-3158 f,0.04626,619.9,9.74048379,0.0760537,unknown,1,2016.0
KOI-3161,KOI-3161,0.954,1.676,6790.0,0.18,KOI-3161 b,0.44189,1422.0,6.094045,0.0743847,unknown,1,2016.0
KOI-3165,KOI-3165,0.954,1.85,6422.0,-0.2,KOI-3165 b,0.11054,1641.5,4.11754788,0.0551109,unknown,1,2016.0
KOI-3168,KOI-3168,0.954,1.59,5968.0,-0.2,KOI-3168 b,0.11245,606.5,56.3479546,0.299604,unknown,1,2016.0
KOI-3179,KOI-3179,0.954,1.683,6237.0,-0.22,KOI-3179 b,0.13214,1380.0,5.99075529,0.0669485,unknown,1,2016.0
KOI-3184,KOI-3184,0.954,1.0,5645.0,0.0,KOI-3184 b,0.05012,929.2,7.545828,0.075307,unknown,1,2016.0
KOI-3190,KOI-3190,0.954,1.116,6280.0,-0.26,KOI-3190 b,0.06871,1005.0,8.95300276,0.0848762,unknown,1,2016.0
KOI-3194,KOI-3194,0.954,1.53,6531.0,0.02,KOI-3194 b,0.13023,1102.0,10.81306253,0.104582,unknown,1,2016.0
KOI-3196,KOI-3196,0.954,1.392,6422.0,-0.06,KOI-3196 b,0.07145,1357.0,4.96059531,0.060694,unknown,1,2016.0
KOI-3196,KOI-3196,0.954,1.392,6422.0,-0.06,KOI-3196 c,0.074,1216.0,6.88309936,0.0755056,unknown,1,2016.0
KOI-3202,KOI-3202,0.954,1.672,5316.0,-0.3,KOI-3202 b,0.19912,492.0,92.456671,0.38061,unknown,1,2016.0
KOI-3203,KOI-3203,0.954,1.523,7095.0,-0.64,KOI-3203 b,0.20769,587.0,96.8187969,0.43265,unknown,1,2016.0
KOI-3204,KOI-3204,0.954,1.0,5645.0,0.0,KOI-3204 b,0.05832,2194.4,0.5729298,0.013503,unknown,1,2016.0
KOI-3206,KOI-3206,0.954,1.0,5645.0,0.0,KOI-3206 b,0.11847,736.5,15.15189,0.11986,unknown,1,2016.0
KOI-3208,KOI-3208,0.954,1.986,5884.0,0.21,KOI-3208 b,0.11127,1942.0,2.131662841,0.0354946,unknown,1,2016.0
KOI-3209,KOI-3209,0.954,1.171,6603.0,-0.54,KOI-3209 b,0.11965,980.0,11.91269727,0.103373,unknown,1,2016.0
KOI-3214,KOI-3214,0.954,3.132,6036.0,-0.1,KOI-3214 b,0.22518,1395.0,11.49498201,0.114178,unknown,1,2016.0
KOI-3220,KOI-3220,0.954,1.095,6499.0,-0.34,KOI-3220 b,0.25334,488.0,81.4160917,0.377671,unknown,1,2016.0
KOI-3224,KOI-3224,0.954,0.779,5431.0,-0.2,KOI-3224 b,0.04912,1030.0,3.43865625,0.0421678,unknown,1,2016.0
KOI-3225,KOI-3225,0.954,1.516,5645.0,0.0,KOI-3225 b,0.08749,1268.0,4.875596,0.0544731,unknown,1,2016.0
KOI-3232,KOI-3232,0.954,1.474,5902.0,0.1,KOI-3232 b,0.16768,1221.0,6.059250089,0.0669846,unknown,1,2016.0
KOI-3234,KOI-3234,0.954,1.111,6379.0,-0.3,KOI-3234 b,0.07865,1571.0,2.418120799,0.0356308,unknown,1,2016.0
KOI-3236,KOI-3236,0.954,1.128,6435.0,-0.18,KOI-3236 b,0.06179,1097.0,7.1305731,0.0755068,unknown,1,2016.0
KOI-3237,KOI-3237,0.954,0.897,5838.0,-0.08,KOI-3237 b,0.1675,542.0,33.42032997,0.202566,unknown,1,2016.0
KOI-3242,KOI-3242,0.954,2.804,7382.0,0.18,KOI-3242 b,0.12284,3007.0,1.54950749,0.032886,unknown,1,2016.0
KOI-3245,KOI-3245,0.954,1.092,6086.0,-0.14,KOI-3245 b,0.08995,911.0,10.60054427,0.0948559,unknown,1,2016.0
KOI-3246,KOI-3246,0.954,1.749,4854.0,0.56,KOI-3246 b,0.15301,2303.0,0.689982107,0.015128,unknown,1,2016.0
KOI-3248,KOI-3248,0.954,1.077,5680.0,-0.12,KOI-3248 b,0.06206,995.6,6.91262638,0.0682239,unknown,1,2016.0
KOI-3255,KOI-3255,0.954,0.622,4427.0,-0.32,KOI-3255 b,0.14754,294.5,66.6510726,0.273587,unknown,1,2016.0
KOI-3258,KOI-3258,0.954,0.815,5658.0,-0.22,KOI-3258 b,0.23749,478.0,40.3510466,0.221839,unknown,1,2016.0
KOI-3259,KOI-3259,0.954,0.758,5376.0,-0.22,KOI-3259 b,0.226,363.5,72.9332889,0.322671,unknown,1,2016.0
KOI-3260,KOI-3260,0.954,0.94,5910.0,-0.02,KOI-3260 b,0.27886,468.0,56.6746919,0.291771,unknown,1,2016.0
KOI-3261,KOI-3261,0.954,0.969,6075.0,-0.12,KOI-3261 b,0.17132,811.0,12.27065093,0.105801,unknown,1,2016.0
KOI-3262,KOI-3262,0.954,1.155,6269.0,0.21,KOI-3262 b,0.16312,867.0,13.2275274,0.117509,unknown,1,2016.0
KOI-3263,KOI-3263,0.954,0.38,3587.0,-0.2,KOI-3263 b,0.63791,190.5,76.879389,0.262277,unknown,1,2016.0
KOI-3264,KOI-3264,0.954,0.643,4794.0,-0.5,KOI-3264 b,0.10845,556.3,13.0152137,0.0929263,unknown,1,2016.0
KOI-3266,KOI-3266,0.954,0.61,4405.0,-0.34,KOI-3266 b,0.15647,310.4,54.5093847,0.239092,unknown,1,2016.0
KOI-3267,KOI-3267,0.954,1.11,6202.0,0.0,KOI-3267 b,0.15492,836.0,14.1959297,0.119039,unknown,1,2016.0
KOI-3268,KOI-3268,0.954,0.892,5592.0,-0.16,KOI-3268 b,0.2096,756.0,11.52482769,0.0949941,unknown,1,2016.0
KOI-3271,KOI-3271,0.954,0.729,5548.0,-0.54,KOI-3271 b,0.17315,578.0,19.54889848,0.130496,unknown,1,2016.0
KOI-3271,KOI-3271,0.954,0.729,5548.0,-0.54,KOI-3271 c,0.12858,799.0,7.41826379,0.0683991,unknown,1,2016.0
KOI-3274,KOI-3274,0.954,0.871,5796.0,-0.12,KOI-3274 b,0.23976,521.0,35.622348,0.209664,unknown,1,2016.0
KOI-3277,KOI-3277,0.954,1.217,6148.0,-0.04,KOI-3277 b,0.14399,603.7,42.9137786,0.245634,unknown,1,2016.0
KOI-3278,KOI-3278,0.954,0.83,5463.0,0.07,KOI-3278 b,0.28515,356.0,88.1808271,0.38048,unknown,1,2016.0
KOI-3279,KOI-3279,0.954,0.96,5982.0,-0.04,KOI-3279 b,0.26428,585.0,30.8278215,0.195362,unknown,1,2016.0
KOI-3280,KOI-3280,0.954,0.965,5936.0,0.07,KOI-3280 b,0.25334,503.0,47.1606833,0.26188,unknown,1,2016.0
KOI-3282,KOI-3282,0.954,0.541,3894.0,-0.1,KOI-3282 b,0.20413,272.4,49.2763491,0.215239,unknown,1,2016.0
KOI-3284,KOI-3284,0.954,0.463,3688.0,-0.1,KOI-3284 b,0.08475,272.8,35.2328254,0.164709,unknown,1,2016.0
KOI-3286,KOI-3286,0.954,0.602,4257.0,-0.3,KOI-3286 b,0.1048,433.1,18.137262,0.11319,unknown,1,2016.0
KOI-3287,KOI-3287,0.954,0.881,5968.0,-0.26,KOI-3287 b,0.17105,479.0,51.1109847,0.266701,unknown,1,2016.0
KOI-3288,KOI-3288,0.954,0.981,5641.0,-0.06,KOI-3288 b,0.31212,494.0,47.9873161,0.249399,unknown,1,2016.0
KOI-3296,KOI-3296,0.954,0.868,4947.0,0.36,KOI-3296 b,0.15857,378.0,62.8688832,0.289957,unknown,1,2016.0
KOI-3298,KOI-3298,0.954,0.638,4463.0,-0.28,KOI-3298 b,0.17679,391.6,29.9632989,0.161301,unknown,1,2016.0
KOI-3301,KOI-3301,0.954,0.901,5631.0,-0.12,KOI-3301 b,0.1048,626.0,20.7104062,0.142006,unknown,1,2016.0
KOI-3303,KOI-3303,0.954,0.723,4986.0,-0.12,KOI-3303 b,0.18682,452.5,29.3494317,0.170814,unknown,1,2016.0
KOI-3305,KOI-3305,0.954,0.819,5436.0,0.0,KOI-3305 b,0.29982,390.2,65.649507,0.309296,unknown,1,2016.0
KOI-3306,KOI-3306,0.954,0.935,5973.0,-0.1,KOI-3306 b,0.18354,619.0,25.1599667,0.169321,unknown,1,2016.0
KOI-3307,KOI-3307,0.954,0.865,5290.0,-0.1,KOI-3307 b,0.1675,737.0,10.50721099,0.0867027,unknown,1,2016.0
KOI-3308,KOI-3308,0.954,0.928,5638.0,-0.42,KOI-3308 b,0.16194,564.0,31.7786904,0.180227,unknown,1,2016.0
KOI-3308,KOI-3308,0.954,0.928,5638.0,-0.42,KOI-3308 c,0.0997,1024.0,5.32791928,0.0547984,unknown,1,2016.0
KOI-3309,KOI-3309,0.954,0.865,5290.0,-0.1,KOI-3309 b,0.55681,390.0,71.05457697,0.310053,unknown,1,2016.0
KOI-3310,KOI-3310,0.954,0.894,5624.0,0.1,KOI-3310 b,0.11209,614.0,20.5512486,0.146155,unknown,1,2016.0
KOI-3311,KOI-3311,0.954,0.686,4702.0,-0.22,KOI-3311 b,0.14034,414.1,31.8277879,0.172101,unknown,1,2016.0
KOI-3312,KOI-3312,0.954,0.864,5903.0,-0.24,KOI-3312 b,0.21379,664.0,18.0938018,0.132962,unknown,1,2016.0
KOI-3313,KOI-3313,0.954,0.782,4916.0,0.3,KOI-3313 b,0.18682,430.3,34.952536,0.19868,unknown,1,2016.0
KOI-3315,KOI-3315,0.954,0.921,6086.0,-0.26,KOI-3315 b,0.14289,585.0,31.1750303,0.194122,unknown,1,2016.0
KOI-3316,KOI-3316,0.954,0.746,5290.0,-0.22,KOI-3316 b,0.26883,412.8,47.0568875,0.238381,unknown,1,2016.0
KOI-3318,KOI-3318,0.954,1.056,6031.0,-0.06,KOI-3318 c,0.33718,658.0,25.6971144,0.172609,unknown,1,2016.0
KOI-3319,KOI-3319,0.954,0.976,5973.0,-0.06,KOI-3319 b,0.17716,688.0,19.5906438,0.143338,unknown,1,2016.0
KOI-3319,KOI-3319,0.954,0.976,5973.0,-0.06,KOI-3319 c,0.14672,918.0,8.23980729,0.0804653,unknown,1,2016.0
KOI-3319,KOI-3319,0.954,0.976,5973.0,-0.06,KOI-3319 d,0.1017,1216.0,3.54552922,0.0458618,unknown,1,2016.0
KOI-3320,KOI-3320,0.954,0.875,5223.0,0.34,KOI-3320 b,1.97042,354.9,85.06241082,0.36886,unknown,1,2016.0
KOI-3323,KOI-3323,0.954,0.898,5810.0,-0.06,KOI-3323 b,0.12758,716.0,14.3191493,0.114946,unknown,1,2016.0
KOI-3324,KOI-3324,0.954,0.793,5402.0,-0.1,KOI-3324 b,0.24605,555.0,21.8635243,0.146339,unknown,1,2016.0
KOI-3329,KOI-3329,0.954,1.031,6241.0,-0.14,KOI-3329 b,0.17588,844.0,12.687657,0.109679,unknown,1,2016.0
KOI-3330,KOI-3330,0.954,0.809,4984.0,0.08,KOI-3330 b,0.12485,581.4,16.2950956,0.115709,unknown,1,2016.0
KOI-3331,KOI-3331,0.954,0.856,5791.0,-0.18,KOI-3331 b,0.77803,649.0,18.17300741,0.13283,unknown,1,2016.0
KOI-3334,KOI-3334,0.954,0.653,4523.0,-0.24,KOI-3334 b,2.45277,271.8,95.178315286,0.351829,unknown,1,2016.0
KOI-3335,KOI-3335,0.954,1.145,6215.0,0.14,KOI-3335 b,0.21689,646.0,31.2543755,0.205988,unknown,1,2016.0
KOI-3337,KOI-3337,0.954,0.839,5547.0,-0.04,KOI-3337 b,0.17132,726.0,11.16650314,0.0952394,unknown,1,2016.0
KOI-3339,KOI-3339,0.954,0.932,5712.0,-0.52,KOI-3339 b,0.24386,638.0,23.13355874,0.145257,unknown,1,2016.0
KOI-3340,KOI-3340,0.954,0.947,6168.0,-0.5,KOI-3340 b,0.07992,923.0,8.95420126,0.0822776,unknown,1,2016.0
KOI-3340,KOI-3340,0.954,0.947,6168.0,-0.5,KOI-3340 c,0.08958,801.0,13.728066,0.109396,unknown,1,2016.0
KOI-3341,KOI-3341,0.954,1.11,6202.0,0.0,KOI-3341 b,0.1531,674.0,27.096846,0.183172,unknown,1,2016.0
KOI-3341,KOI-3341,0.954,1.11,6202.0,0.0,KOI-3341 c,0.10662,895.0,11.548309,0.103735,unknown,1,2016.0
KOI-3342,KOI-3342,0.954,0.962,6153.0,-0.22,KOI-3342 b,3.40218,543.0,42.399320544,0.240835,unknown,1,2016.0
KOI-3343,KOI-3343,0.954,0.956,5996.0,-0.1,KOI-3343 b,0.23967,421.0,83.2662603,0.376688,unknown,1,2016.0
KOI-3344,KOI-3344,0.954,0.848,5881.0,-0.66,KOI-3344 b,0.13943,784.0,11.60459125,0.0929068,unknown,1,2016.0
KOI-3344,KOI-3344,0.954,0.848,5881.0,-0.66,KOI-3344 c,0.12211,1154.0,3.63895529,0.0428824,unknown,1,2016.0
